subject act_desc features avg_measurement
1 LAYING tBodyGyroMag-std() -0.961164053958333
1 LAYING tGravityAcc-mean()-X -0.509754238125
1 LAYING tGravityAcc-mean()-Y 0.752536639375
1 LAYING tGravityAcc-mean()-Z 0.646834879583333
1 LAYING tGravityAcc-std()-X -0.959014441458333
1 LAYING tGravityAcc-std()-Y -0.988211865208333
1 LAYING tGravityAcc-std()-Z -0.984230418125
1 LAYING tGravityAccMag-mean() -0.977435485208333
1 LAYING tGravityAccMag-std() -0.972873912916667
1 SITTING fBodyAcc-mean()-X -0.985528168412698
1 SITTING fBodyAcc-mean()-Y -0.955767063333333
1 SITTING fBodyAcc-mean()-Z -0.97021103968254
1 SITTING fBodyAcc-std()-X -0.987299863015873
1 SITTING fBodyAcc-std()-Y -0.948478940476191
1 SITTING fBodyAcc-std()-Z -0.955914811111111
1 SITTING fBodyAccJerk-mean()-X -0.986367400634921
1 SITTING fBodyAccJerk-mean()-Y -0.97379824031746
1 SITTING fBodyAccJerk-mean()-Z -0.984615598412698
1 SITTING fBodyAccJerk-std()-X -0.987887133650794
1 SITTING fBodyAccJerk-std()-Y -0.977144186190476
1 SITTING fBodyAccJerk-std()-Z -0.988321486031746
1 SITTING fBodyAccMag-mean() -0.961730203174603
1 SITTING fBodyAccMag-std() -0.955299545396825
1 SITTING fBodyBodyAccJerkMag-mean() -0.981781426031746
1 SITTING fBodyBodyAccJerkMag-std() -0.982326640634921
1 SITTING fBodyBodyGyroJerkMag-mean() -0.989455461904762
1 SITTING fBodyBodyGyroJerkMag-std() -0.989324498412698
1 SITTING fBodyBodyGyroMag-mean() -0.969644222698413
1 SITTING fBodyBodyGyroMag-std() -0.958355904920635
1 SITTING fBodyGyro-mean()-X -0.980317309047619
1 SITTING fBodyGyro-mean()-Y -0.981334384761905
1 SITTING fBodyGyro-mean()-Z -0.957464554444444
1 SITTING fBodyGyro-std()-X -0.985066622063492
1 SITTING fBodyGyro-std()-Y -0.974924673650794
1 SITTING fBodyGyro-std()-Z -0.960801812539683
1 SITTING tBodyAcc-mean()-X 0.275990838888889
1 SITTING tBodyAcc-mean()-Y -0.0130559706333333
1 SITTING tBodyAcc-mean()-Z -0.109872476460317
1 SITTING tBodyAcc-std()-X -0.98668830984127
1 SITTING tBodyAcc-std()-Y -0.949019816666667
1 SITTING tBodyAcc-std()-Z -0.959197317142857
1 SITTING tBodyAccJerk-mean()-X 0.0737447732380952
1 SITTING tBodyAccJerk-mean()-Y 0.00843244888126984
1 SITTING tBodyAccJerk-mean()-Z 0.00441147400634921
1 SITTING tBodyAccJerk-std()-X -0.986477173809524
1 SITTING tBodyAccJerk-std()-Y -0.974393462222222
1 SITTING tBodyAccJerk-std()-Z -0.987125191428571
1 SITTING tBodyAccJerkMag-mean() -0.985004427777778
1 SITTING tBodyAccJerkMag-std() -0.982503243968254
1 SITTING tBodyAccMag-mean() -0.966884123492064
1 SITTING tBodyAccMag-std() -0.953041961904762
1 SITTING tBodyGyro-mean()-X -0.0481059255555556
1 SITTING tBodyGyro-mean()-Y -0.0670477260539682
1 SITTING tBodyGyro-mean()-Z 0.055312766968254
1 SITTING tBodyGyro-std()-X -0.983871471428571
1 SITTING tBodyGyro-std()-Y -0.977040625714286
1 SITTING tBodyGyro-std()-Z -0.956966903650794
1 SITTING tBodyGyroJerk-mean()-X -0.092292196984127
1 SITTING tBodyGyroJerk-mean()-Y -0.0410880948888889
1 SITTING tBodyGyroJerk-mean()-Z -0.0423168674365079
1 SITTING tBodyGyroJerk-std()-X -0.988298261587302
1 SITTING tBodyGyroJerk-std()-Y -0.990581594761905
1 SITTING tBodyGyroJerk-std()-Z -0.984892668095238
1 SITTING tBodyGyroJerkMag-mean() -0.990359823650794
1 SITTING tBodyGyroJerkMag-std() -0.989219159206349
1 SITTING tBodyGyroMag-mean() -0.942876033650794
1 SITTING tBodyGyroMag-std() -0.958286353492063
1 SITTING tGravityAcc-mean()-X 0.926754419365079
1 SITTING tGravityAcc-mean()-Y -0.0245644109816508
1 SITTING tGravityAcc-mean()-Z 0.194667894650794
1 SITTING tGravityAcc-std()-X -0.981345146190476
1 SITTING tGravityAcc-std()-Y -0.957517994761905
1 SITTING tGravityAcc-std()-Z -0.95622891968254
1 SITTING tGravityAccMag-mean() -0.966884123492064
1 SITTING tGravityAccMag-std() -0.953041961904762
1 STANDING fBodyAcc-mean()-X -0.981220117926829
1 STANDING fBodyAcc-mean()-Y -0.943593063658537
1 STANDING fBodyAcc-mean()-Z -0.951172404390244
1 STANDING fBodyAcc-std()-X -0.987128725853659
1 STANDING fBodyAcc-std()-Y -0.935687763658537
1 STANDING fBodyAcc-std()-Z -0.925095835365854
1 STANDING fBodyAccJerk-mean()-X -0.977878543170732
1 STANDING fBodyAccJerk-mean()-Y -0.962504521097561
1 STANDING fBodyAccJerk-mean()-Z -0.976283085731707
1 STANDING fBodyAccJerk-std()-X -0.98060567304878
1 STANDING fBodyAccJerk-std()-Y -0.966268084878049
1 STANDING fBodyAccJerk-std()-Z -0.981982307195122
1 STANDING fBodyAccMag-mean() -0.952416237804878
1 STANDING fBodyAccMag-std() -0.944043882195122
1 STANDING fBodyBodyAccJerkMag-mean() -0.971570401829268
1 STANDING fBodyBodyAccJerkMag-std() -0.971080059756098
1 STANDING fBodyBodyGyroJerkMag-mean() -0.974633746585366
1 STANDING fBodyBodyGyroJerkMag-std() -0.975178186097561
1 STANDING fBodyBodyGyroMag-mean() -0.945147761829268
1 STANDING fBodyBodyGyroMag-std() -0.932054063170732
1 STANDING fBodyGyro-mean()-X -0.943202085609756
1 STANDING fBodyGyro-mean()-Y -0.96780865804878
1 STANDING fBodyGyro-mean()-Z -0.949540942195122
1 STANDING fBodyGyro-std()-X -0.949998951829268
1 STANDING fBodyGyro-std()-Y -0.963967396951219
1 STANDING fBodyGyro-std()-Z -0.955834934878049
1 STANDING tBodyAcc-mean()-X 0.277685027926829
1 STANDING tBodyAcc-mean()-Y -0.0173270487231707
1 STANDING tBodyAcc-mean()-Z -0.103584368487805
1 STANDING tBodyAcc-std()-X -0.985094464268293
1 STANDING tBodyAcc-std()-Y -0.936058416707317
1 STANDING tBodyAcc-std()-Z -0.930608664146341
1 STANDING tBodyAccJerk-mean()-X 0.0744857463780488
1 STANDING tBodyAccJerk-mean()-Y 0.00740893188581707
1 STANDING tBodyAccJerk-mean()-Z -0.0140488787923171
1 STANDING tBodyAccJerk-std()-X -0.978168694512195
1 STANDING tBodyAccJerk-std()-Y -0.96289370695122
1 STANDING tBodyAccJerk-std()-Z -0.979774944268293
1 STANDING tBodyAccJerkMag-mean() -0.975742745487805
1 STANDING tBodyAccJerkMag-std() -0.971786669878049
1 STANDING tBodyAccMag-mean() -0.950476994512195
1 STANDING tBodyAccMag-std() -0.941123374146342
1 STANDING tBodyGyro-mean()-X -0.0257471496810976
1 STANDING tBodyGyro-mean()-Y -0.0807674855487805
1 STANDING tBodyGyro-mean()-Z 0.0887407954707317
1 STANDING tBodyGyro-std()-X -0.94788029804878
1 STANDING tBodyGyro-std()-Y -0.965163190243902
1 STANDING tBodyGyro-std()-Z -0.950714536829268
1 STANDING tBodyGyroJerk-mean()-X -0.105952137963415
1 STANDING tBodyGyroJerk-mean()-Y -0.0426317456414634
1 STANDING tBodyGyroJerk-mean()-Z -0.055322505297561
1 STANDING tBodyGyroJerk-std()-X -0.970091198170732
1 STANDING tBodyGyroJerk-std()-Y -0.981305279268293
1 STANDING tBodyGyroJerk-std()-Z -0.970915464634146
1 STANDING tBodyGyroJerkMag-mean() -0.979204140487805
1 STANDING tBodyGyroJerkMag-std() -0.974150911341463
1 STANDING tBodyGyroMag-mean() -0.942289912926829
1 STANDING tBodyGyroMag-std() -0.929576602073171
1 STANDING tGravityAcc-mean()-X 0.91492610402439
1 STANDING tGravityAcc-mean()-Y -0.270195977731707
1 STANDING tGravityAcc-mean()-Z 0.153688961756098
1 STANDING tGravityAcc-std()-X -0.98493781597561
1 STANDING tGravityAcc-std()-Y -0.96259806
1 STANDING tGravityAcc-std()-Z -0.930014706646341
1 STANDING tGravityAccMag-mean() -0.950476994512195
1 STANDING tGravityAccMag-std() -0.941123374146342
1 WALKING fBodyAcc-mean()-X -0.346048161016949
1 WALKING fBodyAcc-mean()-Y -0.0219048103322034
1 WALKING fBodyAcc-mean()-Z -0.453806369830508
1 WALKING fBodyAcc-std()-X -0.457651383728814
1 WALKING fBodyAcc-std()-Y -0.16921968620339
1 WALKING fBodyAcc-std()-Z -0.455222146440678
1 WALKING fBodyAccJerk-mean()-X -0.304615322881356
1 WALKING fBodyAccJerk-mean()-Y -0.0787640836610169
1 WALKING fBodyAccJerk-mean()-Z -0.554956709661017
1 WALKING fBodyAccJerk-std()-X -0.31431306340678
1 WALKING fBodyAccJerk-std()-Y -0.0153329520084746
1 WALKING fBodyAccJerk-std()-Z -0.615898188474576
1 WALKING fBodyAccMag-mean() -0.324289427932203
1 WALKING fBodyAccMag-std() -0.577105211694915
1 WALKING fBodyBodyAccJerkMag-mean() -0.169064352813559
1 WALKING fBodyBodyAccJerkMag-std() -0.164091969449153
1 WALKING fBodyBodyGyroJerkMag-mean() -0.583249293389831
1 WALKING fBodyBodyGyroJerkMag-std() -0.558104554745763
1 WALKING fBodyBodyGyroMag-mean() -0.530704814745763
1 WALKING fBodyBodyGyroMag-std() -0.651792839661017
1 WALKING fBodyGyro-mean()-X -0.429713536101695
1 WALKING fBodyGyro-mean()-Y -0.55477211220339
1 WALKING fBodyGyro-mean()-Z -0.396659907457627
1 WALKING fBodyGyro-std()-X -0.604053019152542
1 WALKING fBodyGyro-std()-Y -0.533046952542373
1 WALKING fBodyGyro-std()-Z -0.559856635084746
1 WALKING tBodyAcc-mean()-X 0.276426586440678
1 WALKING tBodyAcc-mean()-Y -0.0185949199145763
1 WALKING tBodyAcc-mean()-Z -0.105500357966102
1 WALKING tBodyAcc-std()-X -0.423642838474576
1 WALKING tBodyAcc-std()-Y -0.0780912533118644
1 WALKING tBodyAcc-std()-Z -0.425257524915254
1 WALKING tBodyAccJerk-mean()-X 0.0618080696279661
1 WALKING tBodyAccJerk-mean()-Y 0.0182492679288136
1 WALKING tBodyAccJerk-mean()-Z 0.00789533706610169
1 WALKING tBodyAccJerk-std()-X -0.277530462620339
1 WALKING tBodyAccJerk-std()-Y -0.0166022362847458
1 WALKING tBodyAccJerk-std()-Z -0.586090418983051
1 WALKING tBodyAccJerkMag-mean() -0.281424153881356
1 WALKING tBodyAccJerkMag-std() -0.164150985127119
1 WALKING tBodyAccMag-mean() -0.290407593728814
1 WALKING tBodyAccMag-std() -0.422544169322034
1 WALKING tBodyGyro-mean()-X -0.0530258157347458
1 WALKING tBodyGyro-mean()-Y -0.0482382316949153
1 WALKING tBodyGyro-mean()-Z 0.0828336633220339
1 WALKING tBodyGyro-std()-X -0.561550255762712
1 WALKING tBodyGyro-std()-Y -0.53845366779661
1 WALKING tBodyGyro-std()-Z -0.481085535084746
1 WALKING tBodyGyroJerk-mean()-X -0.0818833429152542
1 WALKING tBodyGyroJerk-mean()-Y -0.0538299449067797
1 WALKING tBodyGyroJerk-mean()-Z -0.0514939156830508
1 WALKING tBodyGyroJerk-std()-X -0.389549831525424
1 WALKING tBodyGyroJerk-std()-Y -0.634140436101695
1 WALKING tBodyGyroJerk-std()-Z -0.435492677288136
1 WALKING tBodyGyroJerkMag-mean() -0.547911950338983
1 WALKING tBodyGyroJerkMag-std() -0.557798151355932
1 WALKING tBodyGyroMag-mean() -0.446549092881356
1 WALKING tBodyGyroMag-std() -0.553019916271186
1 WALKING tGravityAcc-mean()-X 0.91301733338983
1 WALKING tGravityAcc-mean()-Y -0.34660709
1 WALKING tGravityAcc-mean()-Z 0.0847270871186441
1 WALKING tGravityAcc-std()-X -0.972693201355932
1 WALKING tGravityAcc-std()-Y -0.972116879661017
1 WALKING tGravityAcc-std()-Z -0.972072847627119
1 WALKING tGravityAccMag-mean() -0.290407593728814
1 WALKING tGravityAccMag-std() -0.422544169322034
1 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.112841160325532
1 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y 0.278345041765957
1 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.131290772
1 WALKING_DOWNSTAIRS fBodyAcc-std()-X 0.0161046198595745
1 WALKING_DOWNSTAIRS fBodyAcc-std()-Y 0.171973972957447
1 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.162032894287234
1 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X 0.138120681087234
1 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y 0.0962091607617021
1 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.271498721106383
1 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.0499590624829787
1 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y 0.0808333491276596
1 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.408227423191489
1 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.293424826591489
1 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0214787881723404
1 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.222247409576596
1 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.227480732542553
1 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.380175306489362
1 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.343698985425532
1 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.320838543553191
1 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.372576755361702
1 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.145775970406383
1 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.361913824
1 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z -0.0874944736085106
1 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.379436674361702
1 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.458732747446809
1 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.422987665106383
1 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.27761534806383
1 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.0226614158361702
1 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.116812942382979
1 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.0463666814446808
1 WALKING_DOWNSTAIRS tBodyAcc-std()-Y 0.262881788951064
1 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.10283790806383
1 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.110040615569574
1 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y -0.00327959081489362
1 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0209351677765957
1 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.147249143238298
1 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y 0.126828014557447
1 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.340122023191489
1 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() 0.00565516335106383
1 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.22961718512766
1 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.0899511204978723
1 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.215586334889362
1 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.11594735287234
1 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.00482329231914894
1 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.097173808906383
1 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.320789230008511
1 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.415739144893617
1 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.279418388042553
1 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.0581038498510638
1 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.0421470257531915
1 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.0710229816893617
1 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.243940592553192
1 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.469396701106383
1 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.218266318606383
1 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.410872671489362
1 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.343187875404255
1 WALKING_DOWNSTAIRS tBodyGyroMag-mean() -0.162188586930426
1 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.274844110531915
1 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.861831345531915
1 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.325780100638298
1 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.0438890162723404
1 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.940361759574468
1 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.940068525531915
1 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.931438313191489
1 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.0899511204978723
1 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.215586334889362
1 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.266720933270833
1 WALKING_UPSTAIRS fBodyAcc-mean()-Y 0.00992445881854167
1 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.281001986202083
1 WALKING_UPSTAIRS fBodyAcc-std()-X -0.320582414375
1 WALKING_UPSTAIRS fBodyAcc-std()-Y 0.0848802791083333
1 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.09454497643125
1 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.258639439729167
1 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.1878421317125
1 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.522728063333333
1 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.365415441458333
1 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.243554146666667
1 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.625090981458333
1 WALKING_UPSTAIRS fBodyAccMag-mean() -0.14531853915625
1 WALKING_UPSTAIRS fBodyAccMag-std() -0.36672824375
1 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.189511136902083
1 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.2604238389625
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.60079849625
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.621820202916667
1 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.450612184791667
1 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.438620401875
1 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.331643577458333
1 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.488086123958333
1 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.248601122
1 WALKING_UPSTAIRS fBodyGyro-std()-X -0.476358845625
1 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.459758488958333
1 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.218072471479167
1 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.247164790395833
1 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.0214121132045833
1 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.152513899520833
1 WALKING_UPSTAIRS tBodyAcc-std()-X -0.304376406458333
1 WALKING_UPSTAIRS tBodyAcc-std()-Y 0.108027279889583
1 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.112121021220833
1 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.0744507839572917
1 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y -0.00970985514333333
1 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.01948143925
1 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.276121886479167
1 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.185648954220833
1 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.5737463525
1 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.321268911041667
1 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.21738939458125
1 WALKING_UPSTAIRS tBodyAccMag-mean() -0.107322679520833
1 WALKING_UPSTAIRS tBodyAccMag-std() -0.205977045295833
1 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.0576912634583333
1 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.0320883097395833
1 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.0688374021666667
1 WALKING_UPSTAIRS tBodyGyro-std()-X -0.439253058958333
1 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.466298336666667
1 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.163995791679167
1 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.0828858001333333
1 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.0424053708458333
1 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.0445157481625
1 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.464854363125
1 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.645491337708333
1 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.467595961041667
1 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.572816438541667
1 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.597291719166667
1 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.219713472958333
1 WALKING_UPSTAIRS tBodyGyroMag-std() -0.377532167604167
1 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.790717418541667
1 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.416214890416667
1 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.195888238891667
1 WALKING_UPSTAIRS tGravityAcc-std()-X -0.934407739791667
1 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.92376745375
1 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.878004056875
1 WALKING_UPSTAIRS tGravityAccMag-mean() -0.107322679520833
1 WALKING_UPSTAIRS tGravityAccMag-std() -0.205977045295833
2 LAYING fBodyAcc-mean()-X -0.976725059791667
2 LAYING fBodyAcc-mean()-Y -0.979800877916667
2 LAYING fBodyAcc-mean()-Z -0.984380981875
2 LAYING fBodyAcc-std()-X -0.973246482083333
2 LAYING fBodyAcc-std()-Y -0.981025105625
2 LAYING fBodyAcc-std()-Z -0.984792185
2 LAYING fBodyAccJerk-mean()-X -0.985813630833333
2 LAYING fBodyAccJerk-mean()-Y -0.982768250416667
2 LAYING fBodyAccJerk-mean()-Z -0.986197134583333
2 LAYING fBodyAccJerk-std()-X -0.987250255833333
2 LAYING fBodyAccJerk-std()-Y -0.984987392916667
2 LAYING fBodyAccJerk-std()-Z -0.989345368541667
2 LAYING fBodyAccMag-mean() -0.975110196458333
2 LAYING fBodyAccMag-std() -0.975121387916667
2 LAYING fBodyBodyAccJerkMag-mean() -0.985374114791667
2 LAYING fBodyBodyAccJerkMag-std() -0.984568489166667
2 LAYING fBodyBodyGyroJerkMag-mean() -0.990248702291667
2 LAYING fBodyBodyGyroJerkMag-std() -0.989492660416667
2 LAYING fBodyBodyGyroMag-mean() -0.972112972708333
2 LAYING fBodyBodyGyroMag-std() -0.96109837875
2 LAYING fBodyGyro-mean()-X -0.9864311425
2 LAYING fBodyGyro-mean()-Y -0.983321635416667
2 LAYING fBodyGyro-mean()-Z -0.9626718875
2 LAYING fBodyGyro-std()-X -0.988860685833333
2 LAYING fBodyGyro-std()-Y -0.981910616458333
2 LAYING fBodyGyro-std()-Z -0.963174222291667
2 LAYING tBodyAcc-mean()-X 0.281373403958333
2 LAYING tBodyAcc-mean()-Y -0.0181587397583333
2 LAYING tBodyAcc-mean()-Z -0.107245610416667
2 LAYING tBodyAcc-std()-X -0.974059464791667
2 LAYING tBodyAcc-std()-Y -0.98027739875
2 LAYING tBodyAcc-std()-Z -0.984233296875
2 LAYING tBodyAccJerk-mean()-X 0.0825972511666667
2 LAYING tBodyAccJerk-mean()-Y 0.012254788451875
2 LAYING tBodyAccJerk-mean()-Z -0.00180264895625
2 LAYING tBodyAccJerk-std()-X -0.98587216875
2 LAYING tBodyAccJerk-std()-Y -0.98317254125
